Portfolio,Date,Call Volume,CCT,Service Level,Abandon Rate
B,2024-10-20,5068.0,340.04,0.9593,0.0047
B,2024-10-21,10867.0,334.85,0.8988,0.0267
B,2024-10-22,9716.0,329.43,0.8742,0.0133
B,2024-10-23,10100.0,299.85,0.9898,0.0043
B,2024-10-24,9442.0,313.8,0.9907,0.004
B,2024-10-25,10008.0,336.74,0.8875,0.0103
B,2024-10-26,6852.0,331.46,0.909,0.0198
B,2024-10-27,4832.0,322.69,0.9023,0.0083
B,2024-10-28,10933.0,326.06,0.8274,0.0122
B,2024-10-29,10085.0,310.67,0.8362,0.019
B,2024-10-30,9196.0,311.58,0.9849,0.0052
B,2024-10-31,9070.0,299.57,0.9861,0.0039
B,2024-11-01,11480.0,337.56,0.8905,0.0118
B,2024-11-02,8526.0,337.51,0.9191,0.0073
B,2024-11-03,5750.0,335.05,0.9271,0.011
B,2024-11-04,12755.0,357.34,0.9388,0.0101
B,2024-11-05,10810.0,356.93,0.904,0.0131
B,2024-11-06,10352.0,318.89,0.959,0.0082
B,2024-11-07,10939.0,293.97,0.9567,0.0079
B,2024-11-08,11430.0,357.9,0.8133,0.0187
B,2024-11-09,8030.0,350.34,0.8584,0.0189
B,2024-11-10,5404.0,342.25,0.8255,0.0182
B,2024-11-11,10465.0,343.12,0.8799,0.0154
B,2024-11-12,10907.0,335.88,0.8313,0.0206
B,2024-11-13,11460.0,307.67,0.9054,0.0151
B,2024-11-14,11200.0,291.45,0.9668,0.0073
B,2024-11-15,10795.0,353.17,0.8698,0.0146
B,2024-11-16,7668.0,355.04,0.88,0.0155
B,2024-11-17,5232.0,334.96,0.871,0.0167
B,2024-11-18,11639.0,354.35,0.7845,0.0287
B,2024-11-19,10876.0,354.32,0.8344,0.0246
B,2024-11-20,11362.0,322.31,0.9019,0.0123
B,2024-11-21,10987.0,300.88,0.9824,0.0042
B,2024-11-22,11288.0,343.43,0.8785,0.0163
B,2024-11-23,8956.0,341.92,0.8474,0.0214
B,2024-11-24,5605.0,334.99,0.8726,0.0185
B,2024-11-25,12253.0,337.05,0.8367,0.0212
B,2024-11-26,10805.0,321.7,0.9072,0.0141
B,2024-11-27,10294.0,307.83,0.9204,0.0088
B,2024-11-28,1140.0,288.72,0.9739,0.0065
B,2024-11-29,14038.0,314.81,0.9708,0.004
B,2024-11-30,9827.0,333.38,0.931,0.0081
B,2024-12-01,6702.0,333.51,0.9375,0.0064
B,2024-12-02,16467.0,336.96,0.9736,0.004
B,2024-12-03,14486.0,337.35,0.9266,0.0069
B,2024-12-04,12987.0,339.01,0.9288,0.0069
B,2024-12-05,13248.0,324.64,0.8951,0.013
B,2024-12-06,12372.0,306.37,0.9435,0.0115
B,2024-12-07,9082.0,345.44,0.9807,0.0032
B,2024-12-08,6557.0,341.51,0.9644,0.0036
B,2024-12-09,13198.0,333.28,0.9118,0.0118
B,2024-12-10,12512.0,336.79,0.9384,0.0083
B,2024-12-11,12672.0,331.23,0.901,0.0102
B,2024-12-12,12470.0,317.71,0.8042,0.0331
B,2024-12-13,11852.0,305.95,0.9837,0.0063
B,2024-12-14,9872.0,344.6,0.9069,0.0061
B,2024-12-15,7389.0,336.57,0.9548,0.0043
B,2024-12-16,13249.0,340.78,0.9243,0.0082
B,2024-12-17,12597.0,330.33,0.9791,0.0033
B,2024-12-18,12396.0,328.56,0.762,0.0358
B,2024-12-19,11604.0,318.11,0.8324,0.028
B,2024-12-20,12118.0,312.85,0.9424,0.0052
B,2024-12-21,9945.0,345.47,0.8929,0.0091
B,2024-12-22,7267.0,335.85,0.981,0.0028
B,2024-12-23,13590.0,330.09,0.9619,0.0045
B,2024-12-24,7991.0,325.84,0.9626,0.0057
B,2024-12-25,716.0,327.76,0.8773,0.0116
B,2024-12-26,,,,
B,2024-12-27,,,,
B,2024-12-28,8175.0,,,0.0168
B,2024-12-29,4550.0,,,0.0118
B,2024-12-30,12031.0,,,0.0077
B,2024-12-31,8900.0,,,0.0102
B,2025-01-01,4185.0,,,0.007
B,2025-01-02,13608.0,,,0.0115
B,2025-01-03,13256.0,,,0.0054
B,2025-01-04,8131.0,,,0.0053
B,2025-01-05,5141.0,,,0.0308
B,2025-01-06,12566.0,357.15,0.9009,0.0101
B,2025-01-07,11916.0,355.89,0.8577,0.0189
B,2025-01-08,11943.0,346.24,0.898,0.0144
B,2025-01-09,9848.0,341.41,0.9361,0.0124
B,2025-01-10,10329.0,318.76,0.9545,0.0063
B,2025-01-11,7859.0,295.2,0.9705,0.0059
B,2025-01-12,4960.0,348.98,0.8867,0.0121
B,2025-01-13,11913.0,342.95,0.9111,0.0097
B,2025-01-14,11460.0,340.17,0.863,0.021
B,2025-01-15,11389.0,342.76,0.8934,0.0144
B,2025-01-16,10391.0,333.87,0.89,0.0477
B,2025-01-17,10798.0,311.21,0.8303,0.0208
B,2025-01-18,7223.0,305.52,0.9485,0.0096
B,2025-01-19,4248.0,349.68,0.8406,0.0187
B,2025-01-20,9157.0,342.98,0.8427,0.0181
B,2025-01-21,10177.0,332.18,0.8797,0.0137
B,2025-01-22,10344.0,342.53,0.9034,0.0142
B,2025-01-23,10632.0,331.03,0.924,0.0097
B,2025-01-24,10094.0,309.82,0.9001,0.0128
B,2025-01-25,7589.0,292.6,0.9492,0.0061
B,2025-01-26,4095.0,338.61,0.8918,0.0109
B,2025-01-27,10999.0,329.78,0.8631,0.0134
B,2025-01-28,10207.0,317.53,0.8822,0.0105
B,2025-01-29,9073.0,335.41,0.8587,0.0439
B,2025-01-30,9103.0,333.31,0.9087,0.0099
B,2025-01-31,9932.0,329.99,0.9189,0.0147
B,2025-02-01,7615.0,308.74,0.9638,0.0064
B,2025-02-02,5069.0,317.56,0.8492,0.0268
B,2025-02-03,12464.0,295.32,0.9228,0.0118
B,2025-02-04,10677.0,344.31,0.7055,0.0339
B,2025-02-05,10567.0,337.93,0.918,0.0112
B,2025-02-06,9957.0,335.22,0.8882,0.0137
B,2025-02-07,9692.0,343.41,0.89,0.0132
B,2025-02-08,6919.0,336.74,0.9415,0.0078
B,2025-02-09,3900.0,318.37,0.868,0.0184
B,2025-02-10,10221.0,296.45,0.9809,0.0063
B,2025-02-11,9829.0,337.02,0.9313,0.0073
B,2025-02-12,9660.0,336.41,0.941,0.0061
B,2025-02-13,9420.0,324.22,0.7646,0.0392
B,2025-02-14,9552.0,338.15,0.8634,0.0148
B,2025-02-15,6510.0,330.85,0.8855,0.0129
B,2025-02-16,3924.0,328.1,0.8365,0.0168
B,2025-02-17,9059.0,302.87,0.8995,0.0164
B,2025-02-18,9134.0,346.23,0.711,0.0345
B,2025-02-19,9292.0,338.55,0.8861,0.0083
B,2025-02-20,9831.0,336.11,0.8991,0.0106
B,2025-02-21,9096.0,332.34,0.9313,0.0062
B,2025-02-22,6310.0,324.57,0.8678,0.0111
B,2025-02-23,4220.0,321.82,0.8106,0.0241
B,2025-02-24,9793.0,289.1,0.8909,0.0185
B,2025-02-25,9388.0,331.88,0.808,0.0164
B,2025-02-26,9184.0,322.98,0.9117,0.011
B,2025-02-27,9182.0,324.92,0.8819,0.0133
B,2025-02-28,9732.0,316.15,0.8883,0.0134
B,2025-03-01,7373.0,334.48,0.9369,0.0092
B,2025-03-02,5032.0,329.15,0.8846,0.0198
B,2025-03-03,12153.0,315.64,0.901,0.0152
B,2025-03-04,9625.0,297.99,0.9364,0.0082
B,2025-03-05,10048.0,348.19,0.8186,0.0277
B,2025-03-06,9558.0,345.08,0.8637,0.0184
B,2025-03-07,8930.0,338.44,0.9022,0.0148
B,2025-03-08,6594.0,333.59,0.8971,0.0138
B,2025-03-09,4039.0,336.84,0.8909,0.0167
B,2025-03-10,9723.0,312.83,0.909,0.0113
B,2025-03-11,9460.0,296.98,0.9559,0.007
B,2025-03-12,8880.0,338.61,0.9255,0.0129
B,2025-03-13,8253.0,332.56,0.9335,0.0156
B,2025-03-14,8574.0,332.97,0.9552,0.0087
B,2025-03-15,5954.0,337.75,0.9214,0.0109
B,2025-03-16,3820.0,336.25,0.893,0.0188
B,2025-03-17,9564.0,317.86,0.8055,0.0316
B,2025-03-18,8486.0,316.56,0.9608,0.0062
B,2025-03-19,8451.0,352.92,0.8657,0.0286
B,2025-03-20,9087.0,339.56,0.8755,0.0195
B,2025-03-21,8572.0,341.16,0.8625,0.0717
B,2025-03-22,5965.0,348.34,0.8969,0.0118
B,2025-03-23,4327.0,315.19,0.9413,0.0211
B,2025-03-24,9478.0,310.44,0.9173,0.0143
B,2025-03-25,8959.0,302.38,0.9618,0.0081
B,2025-03-26,8378.0,335.12,0.9453,0.0083
B,2025-03-27,8514.0,337.31,0.9149,0.0108
B,2025-03-28,8449.0,335.39,0.9181,0.0115
B,2025-03-29,5740.0,330.02,0.9286,0.0096
B,2025-03-30,3643.0,314.93,0.8082,0.0276
B,2025-03-31,9563.0,303.15,0.8433,0.032
B,2025-04-01,9723.0,332.87,0.7325,0.0566
B,2025-04-02,9144.0,321.06,0.7779,0.0361
B,2025-04-03,9731.0,302.79,0.8722,0.0183
B,2025-04-04,8861.0,342.02,0.8223,0.0206
B,2025-04-05,6701.0,341.56,0.8851,0.0117
B,2025-04-06,4054.0,345.7,0.9431,0.0076
B,2025-04-07,10208.0,341.24,0.9347,0.007
B,2025-04-08,9415.0,342.28,0.8828,0.0165
B,2025-04-09,9081.0,323.22,0.9126,0.015
B,2025-04-10,8458.0,298.19,0.9883,0.0091
B,2025-04-11,9084.0,340.92,0.9505,0.0113
B,2025-04-12,6088.0,337.49,0.9813,0.0073
B,2025-04-13,3886.0,339.68,0.9786,0.0089
B,2025-04-14,9688.0,340.1,0.9837,0.006
B,2025-04-15,9166.0,340.6,0.9144,0.0084
B,2025-04-16,9131.0,316.83,0.8416,0.0231
B,2025-04-17,8766.0,309.94,0.9094,0.016
B,2025-04-18,8324.0,348.2,0.8714,0.0108
B,2025-04-19,6191.0,340.18,0.8161,0.0296
B,2025-04-20,2388.0,339.3,0.7592,0.0417
B,2025-04-21,9800.0,337.27,0.7549,0.0339
B,2025-04-22,9179.0,337.4,0.8253,0.0168
B,2025-04-23,9415.0,315.73,0.7818,0.0322
B,2025-04-24,8477.0,299.16,0.895,0.0149
B,2025-04-25,8852.0,332.62,0.8706,0.0097
B,2025-04-26,6159.0,334.54,0.9097,0.0115
B,2025-04-27,4072.0,332.38,0.9437,0.0069
B,2025-04-28,9736.0,330.66,0.9366,0.0077
B,2025-04-29,8455.0,323.7,0.807,0.0172
B,2025-04-30,8924.0,310.38,0.8464,0.0187
B,2025-05-01,9527.0,287.11,0.9856,0.004
B,2025-05-02,10385.0,317.38,0.9324,0.0114
B,2025-05-03,6700.0,316.75,0.9653,0.011
B,2025-05-04,4558.0,347.53,0.7917,0.0241
B,2025-05-05,11371.0,351.91,0.9119,0.0132
B,2025-05-06,9976.0,346.91,0.8806,0.0152
B,2025-05-07,9005.0,352.0,0.8863,0.011
B,2025-05-08,8998.0,321.39,0.8618,0.0161
B,2025-05-09,9127.0,300.71,0.9888,0.0028
B,2025-05-10,6510.0,349.68,0.9209,0.0091
B,2025-05-11,3358.0,351.11,0.8975,0.0106
B,2025-05-12,9774.0,342.89,0.9445,0.0085
B,2025-05-13,8564.0,339.11,0.9013,0.0164
B,2025-05-14,8995.0,339.6,0.9398,0.0093
B,2025-05-15,8646.0,315.41,0.8299,0.0326
B,2025-05-16,8324.0,299.81,0.9792,0.0033
B,2025-05-17,6169.0,355.1,0.923,0.011
B,2025-05-18,3930.0,348.97,0.8966,0.0149
B,2025-05-19,9698.0,344.39,0.8637,0.0147
B,2025-05-20,9118.0,353.91,0.9203,0.0125
B,2025-05-21,8859.0,339.32,0.874,0.0235
B,2025-05-22,8538.0,327.79,0.9118,0.0123
B,2025-05-23,9208.0,308.86,0.963,0.0061
B,2025-05-24,5811.0,347.52,0.9082,0.0092
B,2025-05-25,3935.0,346.21,0.9232,0.0104
B,2025-05-26,5494.0,340.85,0.826,0.0439
B,2025-05-27,9931.0,354.82,0.833,0.0239
B,2025-05-28,9550.0,334.28,0.8623,0.0164
B,2025-05-29,8822.0,312.65,0.8082,0.0271
B,2025-05-30,9361.0,309.2,0.8927,0.015
B,2025-05-31,6279.0,316.75,0.8803,0.0151
B,2025-06-01,4235.0,321.14,0.9881,0.0057
B,2025-06-02,10900.0,336.33,0.9174,0.0104
B,2025-06-03,10471.0,341.07,0.9269,0.0107
B,2025-06-04,9493.0,338.62,0.8234,0.0151
B,2025-06-05,9626.0,339.34,0.7492,0.044
B,2025-06-06,9019.0,329.86,0.8348,0.0161
B,2025-06-07,5986.0,303.41,0.9847,0.0041
B,2025-06-08,4099.0,354.93,0.7284,0.0309
B,2025-06-09,10145.0,338.43,0.8768,0.0118
B,2025-06-10,9172.0,337.68,0.8573,0.0146
B,2025-06-11,9394.0,339.78,0.8463,0.0139
B,2025-06-12,8365.0,335.2,0.8854,0.0118
B,2025-06-13,8477.0,322.08,0.7019,0.0457
B,2025-06-14,6491.0,300.35,0.913,0.0134
B,2025-06-15,,,,0.0218
B,2025-06-16,,,,0.0106
B,2025-06-17,,,,0.0212
B,2025-06-18,,,,0.0313
B,2025-06-19,,,,0.0184
B,2025-06-20,,,,0.0144
B,2025-06-21,,,,0.0059
B,2025-06-22,,,,0.0179
B,2025-06-23,10537.0,353.44,0.8375,0.0169
B,2025-06-24,8851.0,336.2,0.8665,0.0191
B,2025-06-25,9518.0,337.83,0.8115,0.0217
B,2025-06-26,8556.0,326.6,0.8614,0.0165
B,2025-06-27,8513.0,313.85,0.7422,0.0328
B,2025-06-28,6105.0,296.48,0.9767,0.0053
B,2025-06-29,3606.0,324.44,0.892,0.0124
B,2025-06-30,9962.0,332.29,0.9162,0.0192
B,2025-07-01,10358.0,340.43,0.8554,0.0207
B,2025-07-02,9446.0,338.09,0.913,0.0115
B,2025-07-03,9631.0,334.25,0.8605,0.02
B,2025-07-04,4225.0,336.54,0.8206,0.0315
B,2025-07-05,6267.0,322.42,0.8959,0.0221
B,2025-07-06,4076.0,313.34,0.9439,0.0092
B,2025-07-07,11100.0,339.68,0.9071,0.0138
B,2025-07-08,10246.0,339.0,0.886,0.0146
B,2025-07-09,9843.0,341.11,0.9243,0.0098
B,2025-07-10,9242.0,341.67,0.8898,0.017
B,2025-07-11,8999.0,333.69,0.8809,0.0206
B,2025-07-12,6037.0,315.73,0.8748,0.0199
B,2025-07-13,3795.0,302.05,0.9824,0.0091
B,2025-07-14,10156.0,335.72,0.8932,0.0149
B,2025-07-15,9169.0,349.47,0.8998,0.0111
B,2025-07-16,9123.0,343.74,0.8504,0.0164
B,2025-07-17,9084.0,337.07,0.8761,0.0166
B,2025-07-18,8722.0,336.89,0.8812,0.0159
B,2025-07-19,5948.0,319.7,0.8666,0.0133
B,2025-07-20,4260.0,298.39,0.9633,0.0063
B,2025-07-21,9871.0,345.59,0.8807,0.011
B,2025-07-22,9043.0,355.86,0.9017,0.0101
B,2025-07-23,9379.0,353.13,0.8611,0.018
B,2025-07-24,8333.0,347.47,0.8186,0.0258
B,2025-07-25,8858.0,344.74,0.8946,0.0139
B,2025-07-26,5860.0,321.59,0.8214,0.0367
B,2025-07-27,4119.0,299.64,0.9698,0.005
B,2025-07-28,10493.0,351.38,0.9584,0.0074
B,2025-07-29,9637.0,343.93,0.8616,0.0139
B,2025-07-30,9308.0,338.98,0.9435,0.0084
B,2025-07-31,9912.0,344.61,0.89,0.0124
B,2025-08-01,12237.0,362.1,0.8631,0.0169
B,2025-08-02,8542.0,351.69,0.8856,0.0148
B,2025-08-03,5669.0,348.61,0.7995,0.0344
B,2025-08-04,12359.0,321.84,0.7995,0.0278
B,2025-08-05,11172.0,316.47,0.9211,0.0117
B,2025-08-06,10126.0,354.61,0.784,0.0236
B,2025-08-07,9715.0,347.4,0.9238,0.0087
B,2025-08-08,10058.0,348.7,0.9228,0.0076
B,2025-08-09,6669.0,347.13,0.9147,0.0085
B,2025-08-10,4412.0,346.89,0.826,0.0241
B,2025-08-11,10926.0,329.89,0.6497,0.068
B,2025-08-12,9408.0,329.92,0.8009,0.038
B,2025-08-13,9002.0,349.39,0.9293,0.008
B,2025-08-14,8774.0,348.82,0.8654,0.0142
B,2025-08-15,8793.0,342.93,0.7997,0.0242
B,2025-08-16,6247.0,341.85,0.8864,0.0162
B,2025-08-17,4432.0,346.82,0.7899,0.0287
B,2025-08-18,10515.0,330.83,0.7462,0.0544
B,2025-08-19,9578.0,313.05,0.9633,0.0067
B,2025-08-20,10023.0,343.81,0.7879,0.023
B,2025-08-21,9013.0,340.77,0.7906,0.0229
B,2025-08-22,8687.0,344.72,0.8025,0.0261
B,2025-08-23,6701.0,347.87,0.7575,0.0404
B,2025-08-24,4217.0,337.21,0.8692,0.0178
B,2025-08-25,10409.0,320.24,0.7535,0.0439
B,2025-08-26,8604.0,313.16,0.9446,0.0127
B,2025-08-27,8812.0,345.73,0.85,0.0165
B,2025-08-28,8436.0,340.9,0.8106,0.0216
B,2025-08-29,8670.0,331.26,0.9238,0.0074
B,2025-08-30,5883.0,332.82,0.9135,0.0082
B,2025-08-31,3483.0,320.95,0.8745,0.0205
B,2025-09-01,5837.0,352.25,0.8893,0.014
B,2025-09-02,11231.0,318.71,0.8705,0.0178
B,2025-09-03,10921.0,307.04,0.8926,0.0183
B,2025-09-04,9728.0,366.65,0.7753,0.0279
B,2025-09-05,10128.0,357.72,0.9531,0.008
B,2025-09-06,6831.0,358.9,0.9325,0.0102
B,2025-09-07,3944.0,364.8,0.8859,0.0196
B,2025-09-08,10918.0,358.11,0.8798,0.0197
B,2025-09-09,9144.0,331.87,0.9002,0.0127
B,2025-09-10,9022.0,316.55,0.8662,0.0122
B,2025-09-11,8947.0,350.67,0.9273,0.0096
B,2025-09-12,8534.0,358.56,0.923,0.0106
B,2025-09-13,6128.0,357.88,0.8338,0.0252
B,2025-09-14,4181.0,351.54,0.9054,0.0162
B,2025-09-15,9648.0,351.69,0.8983,0.0166
B,2025-09-16,8801.0,334.25,0.7743,0.0278
B,2025-09-17,8889.0,323.58,0.9258,0.0124
B,2025-09-18,8699.0,359.39,0.9111,0.0089
B,2025-09-19,8539.0,357.51,0.924,0.0086
B,2025-09-20,6546.0,356.47,0.8336,0.0191
B,2025-09-21,3885.0,359.54,0.8774,0.0171
B,2025-09-22,9579.0,335.16,0.9071,0.0122
B,2025-09-23,9140.0,337.41,0.7408,0.0501
B,2025-09-24,8554.0,317.66,0.8455,0.0219
B,2025-09-25,8935.0,345.18,0.9153,0.0162
B,2025-09-26,8576.0,339.6,0.9582,0.0057
B,2025-09-27,6036.0,333.87,0.9009,0.0113
B,2025-09-28,3795.0,291.86,0.8755,0.0281
B,2025-09-29,9380.0,320.5,0.9553,0.0056
B,2025-09-30,8608.0,309.43,0.9949,0.0044
B,2025-10-01,9837.0,334.48,0.6876,0.0703
B,2025-10-02,9800.0,320.97,0.8663,0.0238
B,2025-10-03,10095.0,363.46,0.4836,0.178
B,2025-10-04,6365.0,359.44,0.6378,0.1171
B,2025-10-05,4448.0,357.59,0.7226,0.0474
B,2025-10-06,10722.0,350.84,0.8703,0.0176
B,2025-10-07,9573.0,355.6,0.7879,0.0284
B,2025-10-08,9755.0,331.61,0.8235,0.0222
B,2025-10-09,8981.0,323.14,0.8057,0.0261
B,2025-10-10,8859.0,373.83,0.7003,0.2327
B,2025-10-11,6416.0,368.0,0.887,0.0304
B,2025-10-12,4187.0,357.16,0.9705,0.005
B,2025-10-13,9290.0,355.65,0.9716,0.0057
B,2025-10-14,9167.0,360.78,0.9428,0.0056
B,2025-10-15,9217.0,340.64,0.9397,0.0084
B,2025-10-16,8837.0,323.29,0.9562,0.0068
B,2025-10-17,9714.0,360.81,0.9586,0.0048
B,2025-10-18,6818.0,356.97,0.9765,0.0067
B,2025-10-19,4200.0,368.51,0.9889,0.0027
B,2025-10-20,10876.0,355.21,0.9859,0.0031
B,2025-10-21,9452.0,354.44,0.985,0.003
B,2025-10-22,9410.0,327.52,0.8945,0.0156
B,2025-10-23,9812.0,319.64,0.9878,0.0039
B,2025-10-24,9294.0,357.59,0.9888,0.0024
B,2025-10-25,6538.0,344.48,0.9946,0.0025
B,2025-10-26,3930.0,339.25,0.998,0.0018
B,2025-10-27,10145.0,318.68,0.969,0.0088
B,2025-10-28,9422.0,324.27,0.9935,0.0029
B,2025-10-29,8086.0,319.41,0.993,0.0045
B,2025-10-30,8334.0,294.7,0.9963,0.0045
B,2025-10-31,8358.0,319.5,0.9778,0.004
B,2025-11-01,7208.0,354.89,0.8813,0.0119
B,2025-11-02,4996.0,343.04,0.8177,0.0232
B,2025-11-03,11351.0,363.44,0.8588,0.0162
B,2025-11-04,9829.0,350.14,0.8479,0.0491
B,2025-11-05,10170.0,350.58,0.8872,0.0202
B,2025-11-06,9482.0,335.13,0.8402,0.0223
B,2025-11-07,9500.0,324.21,0.8091,0.0212
B,2025-11-08,7242.0,353.69,0.8731,0.0184
B,2025-11-09,4752.0,349.59,0.892,0.0128
B,2025-11-10,10619.0,374.97,0.8341,0.0217
B,2025-11-11,9722.0,356.11,0.8957,0.0149
B,2025-11-12,9758.0,355.82,0.8771,0.0182
B,2025-11-13,9256.0,315.3,0.7397,0.0531
B,2025-11-14,9435.0,307.96,0.7558,0.0402
B,2025-11-15,6524.0,364.44,0.9363,0.0078
B,2025-11-16,4437.0,359.66,,
B,2025-11-17,10938.0,368.8,,
B,2025-11-18,9369.0,358.69,,
B,2025-11-19,9485.0,346.51,,
B,2025-11-20,9641.0,328.34,,
B,2025-11-21,9896.0,297.28,,
B,2025-11-22,7364.0,333.3,,
B,2025-11-23,5176.0,300.8,,
B,2025-11-24,10592.0,289.2,,
B,2025-11-25,9971.0,360.29,,
B,2025-11-26,8880.0,354.34,,
B,2025-11-27,1139.0,330.84,0.9553,0.0055
B,2025-11-28,13204.0,320.69,0.9949,0.0031
B,2025-11-29,8748.0,335.18,0.9465,0.0088
B,2025-11-30,6178.0,327.72,0.8389,0.028
B,2025-12-01,14522.0,363.75,0.8803,0.0125
B,2025-12-02,12854.0,365.57,0.7612,0.0628
B,2025-12-03,12181.0,377.09,0.8619,0.0151
B,2025-12-04,11873.0,363.22,0.9464,0.0113
B,2025-12-05,11580.0,362.85,0.9269,0.0118
B,2025-12-06,8452.0,333.06,0.7139,0.0499
B,2025-12-07,5642.0,319.38,0.9161,0.0135
B,2025-12-08,12738.0,365.74,0.948,0.006
B,2025-12-09,12088.0,349.99,0.8931,0.0154
B,2025-12-10,11483.0,357.5,0.9336,0.0078
B,2025-12-11,11122.0,367.23,0.8749,0.0136
B,2025-12-12,11325.0,364.09,0.8016,0.0291
B,2025-12-13,8383.0,356.88,0.6172,0.0623
B,2025-12-14,6861.0,338.62,0.7,0.0399
B,2025-12-15,12359.0,363.22,0.9252,0.0103
B,2025-12-16,10994.0,360.8,0.7507,0.026
B,2025-12-17,11666.0,360.13,0.8097,0.0225
B,2025-12-18,10806.0,354.7,0.8784,0.0163
B,2025-12-19,10964.0,359.01,0.8521,0.0182
B,2025-12-20,9475.0,352.02,0.6951,0.0487
B,2025-12-21,6384.0,323.81,0.8991,0.0216
B,2025-12-22,11977.0,342.38,0.9257,0.0104
B,2025-12-23,11557.0,332.4,0.9266,0.0104
B,2025-12-24,7474.0,320.89,0.9168,0.0177
B,2025-12-25,767.0,289.44,0.9893,0.0209
B,2025-12-26,9450.0,354.61,0.83,0.0262
B,2025-12-27,7320.0,344.15,0.8576,0.0213
B,2025-12-28,4585.0,339.58,0.9323,0.0081
B,2025-12-29,11306.0,369.74,0.7318,0.0299
B,2025-12-30,10654.0,347.29,0.8274,0.0169
B,2025-12-31,7422.0,349.35,0.7137,0.0607
C,2024-01-01,8059.0,333.48,0.9984,0.0014
C,2024-01-02,30738.0,370.36,0.5464,0.1005
C,2024-01-03,29358.0,369.6,0.5153,0.0738
C,2024-01-04,27542.0,372.0,0.6336,0.0451
C,2024-01-05,25956.0,375.03,0.7092,0.0273
C,2024-01-06,15373.0,358.6,0.9056,0.0077
C,2024-01-07,10227.0,341.49,0.9774,0.006
C,2024-01-08,26843.0,372.41,0.8165,0.0174
C,2024-01-09,23764.0,367.39,0.9426,0.0069
C,2024-01-10,24517.0,360.0,0.9346,0.0061
C,2024-01-11,23248.0,357.9,0.9524,0.0078
C,2024-01-12,22622.0,360.63,0.9595,0.0065
C,2024-01-13,15336.0,356.55,0.8684,0.012
C,2024-01-14,9785.0,331.6,0.9676,0.0123
C,2024-01-15,18890.0,349.88,0.9918,0.0022
C,2024-01-16,23325.0,355.54,0.9741,0.0048
C,2024-01-17,24708.0,362.67,0.8574,0.0116
C,2024-01-18,22867.0,361.02,0.8917,0.0132
C,2024-01-19,24245.0,370.88,0.7477,0.0212
C,2024-01-20,15539.0,355.82,0.8427,0.0116
C,2024-01-21,10274.0,348.21,0.9236,0.011
C,2024-01-22,25355.0,366.46,0.8494,0.0097
C,2024-01-23,23760.0,349.29,0.9535,0.0048
C,2024-01-24,23576.0,352.31,0.9202,0.0047
C,2024-01-25,23159.0,346.9,0.8587,0.0094
C,2024-01-26,21953.0,350.61,0.8749,0.0064
C,2024-01-27,15160.0,345.61,0.8564,0.0085
C,2024-01-28,9395.0,315.12,0.9524,0.0032
C,2024-01-29,24402.0,353.25,0.9624,0.0039
C,2024-01-30,22952.0,346.11,0.9423,0.0039
C,2024-01-31,23564.0,342.53,0.8365,0.0099
C,2024-02-01,26582.0,316.06,0.9954,0.0021
C,2024-02-02,26681.0,357.08,0.7844,0.0451
C,2024-02-03,18320.0,353.6,0.7582,0.0439
C,2024-02-04,11629.0,339.73,0.8832,0.0239
C,2024-02-05,29469.0,323.03,0.9395,0.007
C,2024-02-06,25766.0,350.82,0.9274,0.0051
C,2024-02-07,23366.0,353.82,0.9794,0.0034
C,2024-02-08,22637.0,349.61,0.9753,0.0028
C,2024-02-09,22877.0,351.39,0.9971,0.0009
C,2024-02-10,15620.0,353.66,0.9427,0.0048
C,2024-02-11,9000.0,344.71,0.7265,0.0507
C,2024-02-12,26633.0,331.36,0.9095,0.0087
C,2024-02-13,24292.0,355.25,0.9647,0.0026
C,2024-02-14,21927.0,350.43,0.9834,0.0021
C,2024-02-15,23778.0,340.66,0.9631,0.0046
C,2024-02-16,23890.0,349.39,0.9525,0.0053
C,2024-02-17,15746.0,344.78,0.8973,0.0075
C,2024-02-18,10566.0,339.47,0.682,0.0363
C,2024-02-19,21776.0,322.36,0.9883,0.0028
C,2024-02-20,24935.0,333.02,0.975,0.003
C,2024-02-21,25750.0,344.11,0.9699,0.0027
C,2024-02-22,23207.0,346.3,0.9074,0.0076
C,2024-02-23,23859.0,346.31,0.9071,0.0081
C,2024-02-24,16050.0,344.02,0.8792,0.0073
C,2024-02-25,10748.0,325.63,0.7958,0.0182
C,2024-02-26,25836.0,310.79,0.985,0.003
C,2024-02-27,23300.0,344.14,0.9341,0.0043
C,2024-02-28,24038.0,333.22,0.9689,0.0035
C,2024-02-29,25323.0,335.04,0.8728,0.0095
C,2024-03-01,28366.0,338.36,0.8608,0.0094
C,2024-03-02,17714.0,336.89,0.7481,0.0212
C,2024-03-03,11310.0,353.54,0.7676,0.0185
C,2024-03-04,29975.0,349.61,0.7256,0.0199
C,2024-03-05,26921.0,368.85,0.4338,0.087
C,2024-03-06,25161.0,341.41,0.7701,0.0206
C,2024-03-07,25192.0,370.13,0.6795,0.0298
C,2024-03-08,24007.0,353.49,0.9243,0.0063
C,2024-03-09,15871.0,349.04,0.9434,0.0044
C,2024-03-10,10137.0,351.75,0.9158,0.0063
C,2024-03-11,26734.0,358.05,0.9275,0.0055
C,2024-03-12,24755.0,339.13,0.9119,0.007
C,2024-03-13,24673.0,319.56,0.9696,0.0037
C,2024-03-14,23425.0,356.01,0.8487,0.0099
