Portfolio,Date,slot,Interval,Call Volume,Abandoned Calls,Abandoned Rate,CCT,Service Level
B,2025-06-25,39,19:30:00,295.0,5.0,0.0169,322.29,0.8759
B,2025-06-25,40,20:00:00,238.0,2.0,0.0084,338.47,0.9576
B,2025-06-25,41,20:30:00,204.0,0.0,0.0,348.48,0.9706
B,2025-06-25,42,21:00:00,175.0,3.0,0.0171,323.18,0.8605
B,2025-06-25,43,21:30:00,129.0,2.0,0.0155,344.5,0.9843
B,2025-06-25,44,22:00:00,95.0,0.0,0.0,367.55,0.9895
B,2025-06-25,45,22:30:00,100.0,0.0,0.0,292.56,1.0
B,2025-06-25,46,23:00:00,75.0,0.0,0.0,286.93,1.0
B,2025-06-25,47,23:30:00,57.0,2.0,0.0351,328.53,1.0
B,2025-06-26,0,00:00:00,35.0,0.0,0.0,279.71,1.0
B,2025-06-26,1,00:30:00,23.0,0.0,0.0,269.43,1.0
B,2025-06-26,2,01:00:00,10.0,0.0,0.0,420.3,1.0
B,2025-06-26,3,01:30:00,3.0,0.0,0.0,275.33,1.0
B,2025-06-26,4,02:00:00,4.0,0.0,0.0,558.0,1.0
B,2025-06-26,5,02:30:00,4.0,0.0,0.0,437.5,1.0
B,2025-06-26,6,03:00:00,1.0,0.0,0.0,467.0,1.0
B,2025-06-26,7,03:30:00,7.0,0.0,0.0,252.29,1.0
B,2025-06-26,8,04:00:00,2.0,0.0,0.0,294.5,1.0
B,2025-06-26,9,04:30:00,0.0,0.0,,,
B,2025-06-26,10,05:00:00,4.0,0.0,0.0,429.75,1.0
B,2025-06-26,11,05:30:00,2.0,0.0,0.0,163.5,1.0
B,2025-06-26,12,06:00:00,3.0,0.0,0.0,186.0,1.0
B,2025-06-26,13,06:30:00,3.0,1.0,0.3333,506.0,1.0
B,2025-06-26,14,07:00:00,18.0,0.0,0.0,250.39,0.8889
B,2025-06-26,15,07:30:00,41.0,0.0,0.0,307.39,0.9268
B,2025-06-26,16,08:00:00,77.0,0.0,0.0,293.22,1.0
B,2025-06-26,17,08:30:00,115.0,0.0,0.0,281.24,0.9913
B,2025-06-26,18,09:00:00,170.0,0.0,0.0,294.83,1.0
B,2025-06-26,19,09:30:00,212.0,0.0,0.0,310.34,0.9906
B,2025-06-26,20,10:00:00,275.0,0.0,0.0,281.37,1.0
B,2025-06-26,21,10:30:00,293.0,1.0,0.0034,312.31,1.0
B,2025-06-26,22,11:00:00,313.0,0.0,0.0,338.53,1.0
B,2025-06-26,23,11:30:00,321.0,1.0,0.0031,313.14,0.9406
B,2025-06-26,24,12:00:00,364.0,0.0,0.0,331.57,0.967
B,2025-06-26,25,12:30:00,375.0,3.0,0.008,345.94,0.9677
B,2025-06-26,26,13:00:00,371.0,1.0,0.0027,333.04,0.9784
B,2025-06-26,27,13:30:00,364.0,1.0,0.0027,349.19,0.9477
B,2025-06-26,28,14:00:00,387.0,1.0,0.0026,334.59,0.987
B,2025-06-26,29,14:30:00,401.0,7.0,0.0175,330.31,1.0
B,2025-06-26,30,15:00:00,347.0,1.0,0.0029,340.6,0.974
B,2025-06-26,31,15:30:00,416.0,7.0,0.0168,332.65,0.9804
B,2025-06-26,32,16:00:00,373.0,0.0,0.0,339.42,0.9839
B,2025-06-26,33,16:30:00,414.0,1.0,0.0024,338.59,0.9734
B,2025-06-26,34,17:00:00,352.0,0.0,0.0,324.8,0.9972
B,2025-06-26,35,17:30:00,345.0,0.0,0.0,335.05,0.9536
B,2025-06-26,36,18:00:00,333.0,1.0,0.003,336.74,0.9036
B,2025-06-26,37,18:30:00,308.0,11.0,0.0357,322.56,0.697
B,2025-06-26,38,19:00:00,275.0,2.0,0.0073,325.54,0.9634
B,2025-06-26,39,19:30:00,262.0,0.0,0.0,320.47,0.958
B,2025-06-26,40,20:00:00,213.0,0.0,0.0,349.68,0.9812
B,2025-06-26,41,20:30:00,162.0,0.0,0.0,324.28,0.9938
B,2025-06-26,42,21:00:00,145.0,0.0,0.0,334.15,0.9862
B,2025-06-26,43,21:30:00,103.0,0.0,0.0,291.89,0.9903
B,2025-06-26,44,22:00:00,131.0,10.0,0.0763,280.44,0.7273
B,2025-06-26,45,22:30:00,77.0,0.0,0.0,279.23,1.0
B,2025-06-26,46,23:00:00,49.0,0.0,0.0,242.29,1.0
B,2025-06-26,47,23:30:00,39.0,0.0,0.0,283.79,1.0
B,2025-06-27,0,00:00:00,25.0,0.0,0.0,297.88,1.0
B,2025-06-27,1,00:30:00,15.0,0.0,0.0,331.53,0.9333
B,2025-06-27,2,01:00:00,5.0,0.0,0.0,287.8,1.0
B,2025-06-27,3,01:30:00,3.0,0.0,0.0,131.0,1.0
B,2025-06-27,5,02:30:00,3.0,0.0,0.0,455.67,1.0
B,2025-06-27,6,03:00:00,4.0,0.0,0.0,122.0,1.0
B,2025-06-27,7,03:30:00,3.0,0.0,0.0,801.0,1.0
B,2025-06-27,8,04:00:00,1.0,0.0,0.0,587.0,1.0
B,2025-06-27,9,04:30:00,3.0,0.0,0.0,185.67,0.3333
B,2025-06-27,10,05:00:00,2.0,0.0,0.0,192.5,1.0
B,2025-06-27,11,05:30:00,4.0,0.0,0.0,195.0,1.0
B,2025-06-27,12,06:00:00,3.0,0.0,0.0,173.67,0.6667
B,2025-06-27,13,06:30:00,6.0,5.0,0.8333,2239.0,0.0
B,2025-06-27,14,07:00:00,23.0,0.0,0.0,225.13,0.913
B,2025-06-27,15,07:30:00,37.0,1.0,0.027,255.42,0.8333
B,2025-06-27,16,08:00:00,85.0,1.0,0.0118,264.87,0.881
B,2025-06-27,17,08:30:00,114.0,6.0,0.0526,296.18,0.9167
B,2025-06-27,18,09:00:00,149.0,1.0,0.0067,258.06,0.9459
B,2025-06-27,19,09:30:00,218.0,3.0,0.0138,318.43,0.8791
B,2025-06-27,20,10:00:00,247.0,1.0,0.004,327.4,0.9715
B,2025-06-27,21,10:30:00,261.0,0.0,0.0,323.75,0.9502
B,2025-06-27,22,11:00:00,285.0,7.0,0.0246,319.81,0.8885
B,2025-06-27,23,11:30:00,316.0,13.0,0.0411,338.08,0.5314
B,2025-06-27,24,12:00:00,354.0,0.0,0.0,328.29,0.9576
B,2025-06-27,25,12:30:00,376.0,1.0,0.0027,318.74,0.9173
B,2025-06-27,26,13:00:00,360.0,3.0,0.0083,336.69,0.8319
B,2025-06-27,27,13:30:00,373.0,8.0,0.0214,302.18,0.9041
B,2025-06-27,28,14:00:00,443.0,7.0,0.0158,334.86,0.7729
B,2025-06-27,29,14:30:00,423.0,7.0,0.0165,326.22,0.8582
B,2025-06-27,30,15:00:00,426.0,5.0,0.0117,363.14,0.7173
B,2025-06-27,31,15:30:00,453.0,5.0,0.011,348.86,0.8326
B,2025-06-27,32,16:00:00,425.0,1.0,0.0024,326.58,0.9387
B,2025-06-27,33,16:30:00,381.0,9.0,0.0236,356.14,0.8118
B,2025-06-27,34,17:00:00,397.0,4.0,0.0101,355.05,0.7659
B,2025-06-27,35,17:30:00,336.0,2.0,0.006,367.26,0.988
B,2025-06-27,36,18:00:00,319.0,3.0,0.0094,334.33,0.8861
B,2025-06-27,37,18:30:00,289.0,0.0,0.0,323.94,1.0
B,2025-06-27,38,19:00:00,252.0,1.0,0.004,322.92,0.9402
B,2025-06-27,39,19:30:00,201.0,0.0,0.0,298.58,0.9751
B,2025-06-27,40,20:00:00,190.0,1.0,0.0053,284.85,0.9788
B,2025-06-27,41,20:30:00,166.0,2.0,0.012,326.4,1.0
B,2025-06-27,42,21:00:00,145.0,0.0,0.0,308.85,0.9241
B,2025-06-27,43,21:30:00,127.0,2.0,0.0157,280.45,0.944
B,2025-06-27,44,22:00:00,68.0,0.0,0.0,296.26,0.9853
B,2025-06-27,45,22:30:00,81.0,0.0,0.0,294.53,0.9877
B,2025-06-27,46,23:00:00,52.0,0.0,0.0,351.25,0.9423
B,2025-06-27,47,23:30:00,50.0,0.0,0.0,358.26,0.92
B,2025-06-28,0,00:00:00,47.0,3.0,0.0638,327.32,0.8636
B,2025-06-28,1,00:30:00,21.0,0.0,0.0,317.33,0.9048
B,2025-06-28,2,01:00:00,8.0,2.0,0.25,208.0,0.8333
B,2025-06-28,3,01:30:00,2.0,0.0,0.0,111.0,1.0
B,2025-06-28,4,02:00:00,6.0,0.0,0.0,277.0,1.0
B,2025-06-28,5,02:30:00,2.0,0.0,0.0,208.5,1.0
B,2025-06-28,6,03:00:00,1.0,0.0,0.0,274.0,1.0
B,2025-06-28,8,04:00:00,1.0,0.0,0.0,682.0,1.0
B,2025-06-28,9,04:30:00,2.0,0.0,0.0,388.5,1.0
B,2025-06-28,10,05:00:00,1.0,0.0,0.0,71.0,1.0
B,2025-06-28,11,05:30:00,0.0,0.0,,,
B,2025-06-28,12,06:00:00,3.0,0.0,0.0,541.67,1.0
B,2025-06-28,13,06:30:00,6.0,5.0,0.8333,151.0,0.0
B,2025-06-28,14,07:00:00,8.0,0.0,0.0,270.5,0.75
B,2025-06-28,15,07:30:00,15.0,0.0,0.0,323.13,1.0
B,2025-06-28,16,08:00:00,30.0,1.0,0.0333,241.55,1.0
B,2025-06-28,17,08:30:00,30.0,1.0,0.0333,249.14,0.8621
B,2025-06-28,18,09:00:00,96.0,0.0,0.0,279.8,0.9375
B,2025-06-28,19,09:30:00,125.0,3.0,0.024,313.18,0.8443
B,2025-06-28,20,10:00:00,168.0,6.0,0.0357,326.48,0.6173
B,2025-06-28,21,10:30:00,190.0,1.0,0.0053,297.8,0.9683
B,2025-06-28,22,11:00:00,222.0,0.0,0.0,301.8,0.9865
B,2025-06-28,23,11:30:00,235.0,5.0,0.0213,301.91,0.7609
B,2025-06-28,24,12:00:00,239.0,10.0,0.0418,314.77,0.5502
B,2025-06-28,25,12:30:00,279.0,2.0,0.0072,308.14,0.852
B,2025-06-28,26,13:00:00,283.0,2.0,0.0071,307.69,0.9929
B,2025-06-28,27,13:30:00,303.0,1.0,0.0033,287.04,0.9636
B,2025-06-28,28,14:00:00,313.0,3.0,0.0096,301.77,0.8742
B,2025-06-28,29,14:30:00,323.0,12.0,0.0372,314.4,0.7042
B,2025-06-28,30,15:00:00,279.0,1.0,0.0036,309.0,0.8597
B,2025-06-28,31,15:30:00,294.0,1.0,0.0034,305.14,0.9829
B,2025-06-28,32,16:00:00,280.0,3.0,0.0107,289.65,0.9675
B,2025-06-28,33,16:30:00,261.0,3.0,0.0115,342.41,0.8527
B,2025-06-28,34,17:00:00,258.0,0.0,0.0,330.17,0.9922
B,2025-06-28,35,17:30:00,287.0,1.0,0.0035,305.3,0.9895
B,2025-06-28,36,18:00:00,234.0,12.0,0.0513,330.99,0.6982
B,2025-06-28,37,18:30:00,249.0,6.0,0.0241,324.86,0.6296
B,2025-06-28,38,19:00:00,210.0,11.0,0.0524,296.41,0.5628
B,2025-06-28,39,19:30:00,173.0,13.0,0.0751,306.75,0.5438
B,2025-06-28,40,20:00:00,154.0,13.0,0.0844,326.06,0.5248
B,2025-06-28,41,20:30:00,117.0,1.0,0.0085,305.34,0.8103
B,2025-06-28,42,21:00:00,77.0,3.0,0.039,287.43,0.8514
B,2025-06-28,43,21:30:00,81.0,1.0,0.0123,277.63,0.8375
B,2025-06-28,44,22:00:00,74.0,9.0,0.1216,304.8,0.5231
B,2025-06-28,45,22:30:00,54.0,1.0,0.0185,298.6,0.8868
B,2025-06-28,46,23:00:00,34.0,1.0,0.0294,301.61,0.9697
B,2025-06-28,47,23:30:00,30.0,0.0,0.0,262.2,1.0
B,2025-06-29,0,00:00:00,28.0,1.0,0.0357,280.89,0.8519
B,2025-06-29,1,00:30:00,19.0,1.0,0.0526,288.33,0.6667
B,2025-06-29,2,01:00:00,11.0,0.0,0.0,300.36,1.0
B,2025-06-29,3,01:30:00,7.0,1.0,0.1429,312.17,0.6667
B,2025-06-29,4,02:00:00,5.0,0.0,0.0,197.2,1.0
B,2025-06-29,5,02:30:00,4.0,0.0,0.0,600.0,1.0
B,2025-06-29,6,03:00:00,2.0,0.0,0.0,1548.5,1.0
B,2025-06-29,7,03:30:00,1.0,0.0,0.0,160.0,1.0
B,2025-06-29,10,05:00:00,2.0,0.0,0.0,542.5,1.0
B,2025-06-29,11,05:30:00,2.0,0.0,0.0,286.0,1.0
B,2025-06-29,12,06:00:00,6.0,0.0,0.0,256.17,1.0
B,2025-06-29,13,06:30:00,7.0,0.0,0.0,431.0,1.0
B,2025-06-29,14,07:00:00,5.0,0.0,0.0,374.6,1.0
B,2025-06-29,15,07:30:00,7.0,0.0,0.0,304.71,1.0
B,2025-06-29,16,08:00:00,15.0,0.0,0.0,218.53,1.0
B,2025-06-29,17,08:30:00,18.0,0.0,0.0,262.78,1.0
B,2025-06-29,18,09:00:00,50.0,1.0,0.02,276.82,1.0
B,2025-06-29,19,09:30:00,72.0,0.0,0.0,270.67,1.0
B,2025-06-29,20,10:00:00,81.0,0.0,0.0,306.02,0.9877
B,2025-06-29,21,10:30:00,93.0,1.0,0.0108,286.62,0.9674
B,2025-06-29,22,11:00:00,101.0,1.0,0.0099,318.02,0.96
B,2025-06-29,23,11:30:00,106.0,1.0,0.0094,305.81,0.819
B,2025-06-29,24,12:00:00,117.0,0.0,0.0,280.56,0.9915
B,2025-06-29,25,12:30:00,143.0,4.0,0.028,291.06,0.964
B,2025-06-29,26,13:00:00,166.0,0.0,0.0,259.54,0.8554
B,2025-06-29,27,13:30:00,166.0,2.0,0.012,264.77,0.872
B,2025-06-29,28,14:00:00,186.0,5.0,0.0269,306.35,0.9337
B,2025-06-29,29,14:30:00,157.0,0.0,0.0,271.29,0.9299
B,2025-06-29,30,15:00:00,187.0,0.0,0.0,307.49,0.9947
B,2025-06-29,31,15:30:00,206.0,0.0,0.0,310.97,0.9903
B,2025-06-29,32,16:00:00,184.0,0.0,0.0,279.77,1.0
B,2025-06-29,33,16:30:00,187.0,0.0,0.0,252.45,1.0
B,2025-06-29,34,17:00:00,167.0,0.0,0.0,299.8,0.988
B,2025-06-29,35,17:30:00,164.0,0.0,0.0,281.97,0.9756
B,2025-06-29,36,18:00:00,125.0,2.0,0.016,303.28,0.9756
B,2025-06-29,37,18:30:00,112.0,0.0,0.0,300.56,0.9732
B,2025-06-29,38,19:00:00,120.0,1.0,0.0083,285.18,0.9748
B,2025-06-29,39,19:30:00,115.0,0.0,0.0,298.96,0.9565
B,2025-06-29,40,20:00:00,97.0,0.0,0.0,281.37,1.0
B,2025-06-29,41,20:30:00,83.0,0.0,0.0,236.54,1.0
B,2025-06-29,42,21:00:00,63.0,1.0,0.0159,292.84,1.0
B,2025-06-29,43,21:30:00,57.0,0.0,0.0,256.68,1.0
B,2025-06-29,44,22:00:00,47.0,0.0,0.0,315.3,1.0
B,2025-06-29,45,22:30:00,48.0,0.0,0.0,287.58,1.0
B,2025-06-29,46,23:00:00,49.0,0.0,0.0,272.29,0.9796
B,2025-06-29,47,23:30:00,18.0,0.0,0.0,266.78,1.0
B,2025-06-30,0,00:00:00,13.0,0.0,0.0,386.31,1.0
B,2025-06-30,1,00:30:00,9.0,0.0,0.0,223.33,1.0
B,2025-06-30,2,01:00:00,5.0,0.0,0.0,176.6,1.0
B,2025-06-30,3,01:30:00,5.0,0.0,0.0,331.0,1.0
B,2025-06-30,4,02:00:00,1.0,0.0,0.0,104.0,1.0
B,2025-06-30,5,02:30:00,5.0,0.0,0.0,302.2,1.0
B,2025-06-30,6,03:00:00,1.0,0.0,0.0,138.0,1.0
B,2025-06-30,8,04:00:00,1.0,0.0,0.0,134.0,1.0
B,2025-06-30,9,04:30:00,2.0,0.0,0.0,232.5,1.0
B,2025-06-30,10,05:00:00,1.0,0.0,0.0,525.0,1.0
B,2025-06-30,11,05:30:00,10.0,0.0,0.0,469.4,1.0
B,2025-06-30,12,06:00:00,3.0,0.0,0.0,189.67,1.0
B,2025-06-30,13,06:30:00,9.0,2.0,0.2222,323.14,0.1429
B,2025-06-30,14,07:00:00,27.0,0.0,0.0,280.44,0.963
B,2025-06-30,15,07:30:00,32.0,1.0,0.0313,267.16,0.8065
B,2025-06-30,16,08:00:00,57.0,1.0,0.0175,256.02,1.0
B,2025-06-30,17,08:30:00,103.0,0.0,0.0,260.18,1.0
B,2025-06-30,18,09:00:00,185.0,0.0,0.0,276.79,1.0
B,2025-06-30,19,09:30:00,228.0,1.0,0.0044,307.37,0.9251
B,2025-06-30,20,10:00:00,275.0,3.0,0.0109,346.66,0.9779
B,2025-06-30,21,10:30:00,332.0,3.0,0.009,330.33,0.9119
B,2025-06-30,22,11:00:00,379.0,9.0,0.0237,337.2,0.8027
B,2025-06-30,23,11:30:00,375.0,8.0,0.0213,317.91,0.7793
B,2025-06-30,24,12:00:00,419.0,5.0,0.0119,322.45,0.7971
B,2025-06-30,25,12:30:00,413.0,30.0,0.0726,341.26,0.4543
B,2025-06-30,26,13:00:00,459.0,9.0,0.0196,321.09,0.6556
B,2025-06-30,27,13:30:00,421.0,9.0,0.0214,354.34,0.5728
B,2025-06-30,28,14:00:00,511.0,9.0,0.0176,327.16,0.6912
B,2025-06-30,29,14:30:00,462.0,6.0,0.013,331.96,0.6601
B,2025-06-30,30,15:00:00,452.0,4.0,0.0088,340.88,0.9554
B,2025-06-30,31,15:30:00,484.0,4.0,0.0083,287.08,0.9646
B,2025-06-30,32,16:00:00,489.0,3.0,0.0061,304.69,0.9156
B,2025-06-30,33,16:30:00,470.0,14.0,0.0298,339.61,0.7895
B,2025-06-30,34,17:00:00,468.0,6.0,0.0128,329.79,0.9351
B,2025-06-30,35,17:30:00,405.0,3.0,0.0074,322.47,0.9478
B,2025-06-30,36,18:00:00,361.0,4.0,0.0111,325.71,0.902
B,2025-06-30,37,18:30:00,378.0,8.0,0.0212,312.39,0.7324
B,2025-06-30,38,19:00:00,315.0,1.0,0.0032,346.85,0.8344
B,2025-06-30,39,19:30:00,289.0,2.0,0.0069,298.54,0.9477
B,2025-06-30,40,20:00:00,272.0,14.0,0.0515,333.47,0.6899
B,2025-06-30,41,20:30:00,198.0,2.0,0.0101,334.19,0.7704
B,2025-06-30,42,21:00:00,149.0,1.0,0.0067,334.04,0.9527
B,2025-06-30,43,21:30:00,166.0,4.0,0.0241,371.09,0.7469
B,2025-06-30,44,22:00:00,119.0,1.0,0.0084,284.19,0.9746
B,2025-06-30,45,22:30:00,76.0,0.0,0.0,286.63,0.9868
B,2025-06-30,46,23:00:00,63.0,0.0,0.0,316.68,1.0
B,2025-06-30,47,23:30:00,51.0,0.0,0.0,278.9,1.0
C,2025-04-01,0,00:00:00,72.0,0.0,0.0,283.29,1.0
C,2025-04-01,1,00:30:00,56.0,0.0,0.0,293.89,1.0
C,2025-04-01,2,01:00:00,31.0,0.0,0.0,323.45,1.0
C,2025-04-01,3,01:30:00,34.0,0.0,0.0,247.38,1.0
C,2025-04-01,4,02:00:00,16.0,0.0,0.0,282.69,1.0
C,2025-04-01,5,02:30:00,14.0,0.0,0.0,293.57,0.9286
C,2025-04-01,6,03:00:00,11.0,0.0,0.0,198.64,1.0
C,2025-04-01,7,03:30:00,13.0,0.0,0.0,272.77,1.0
C,2025-04-01,8,04:00:00,8.0,0.0,0.0,467.38,1.0
C,2025-04-01,9,04:30:00,12.0,0.0,0.0,122.75,1.0
C,2025-04-01,10,05:00:00,17.0,0.0,0.0,283.53,1.0
C,2025-04-01,11,05:30:00,20.0,0.0,0.0,275.85,1.0
C,2025-04-01,12,06:00:00,34.0,0.0,0.0,301.59,1.0
C,2025-04-01,13,06:30:00,34.0,0.0,0.0,224.47,1.0
C,2025-04-01,14,07:00:00,82.0,0.0,0.0,246.26,0.9878
C,2025-04-01,15,07:30:00,128.0,0.0,0.0,280.62,0.9609
C,2025-04-01,16,08:00:00,223.0,0.0,0.0,287.82,0.991
C,2025-04-01,17,08:30:00,338.0,0.0,0.0,307.67,0.9941
C,2025-04-01,18,09:00:00,569.0,1.0,0.0018,301.98,0.9648
C,2025-04-01,19,09:30:00,726.0,2.0,0.0028,310.58,0.9945
C,2025-04-01,20,10:00:00,813.0,2.0,0.0025,322.72,0.9914
C,2025-04-01,21,10:30:00,915.0,4.0,0.0044,325.08,0.9693
C,2025-04-01,22,11:00:00,939.0,4.0,0.0043,350.13,0.9615
C,2025-04-01,23,11:30:00,1017.0,0.0,0.0,338.27,0.9538
C,2025-04-01,24,12:00:00,1046.0,6.0,0.0057,338.82,0.8962
C,2025-04-01,25,12:30:00,1070.0,3.0,0.0028,334.74,0.9503
C,2025-04-01,26,13:00:00,1101.0,1.0,0.0009,346.13,0.99
C,2025-04-01,27,13:30:00,1065.0,14.0,0.0131,323.85,0.7764
C,2025-04-01,28,14:00:00,1144.0,0.0,0.0,338.26,0.9913
C,2025-04-01,29,14:30:00,1151.0,7.0,0.0061,342.38,0.9327
C,2025-04-01,30,15:00:00,1101.0,2.0,0.0018,335.53,0.9818
C,2025-04-01,31,15:30:00,1054.0,2.0,0.0019,349.68,0.9943
C,2025-04-01,32,16:00:00,1097.0,2.0,0.0018,358.12,0.9881
C,2025-04-01,33,16:30:00,1069.0,1.0,0.0009,348.82,0.9925
C,2025-04-01,34,17:00:00,1049.0,2.0,0.0019,342.7,0.914
C,2025-04-01,35,17:30:00,955.0,9.0,0.0094,355.31,0.963
C,2025-04-01,36,18:00:00,875.0,5.0,0.0057,353.11,0.9253
C,2025-04-01,37,18:30:00,742.0,0.0,0.0,360.64,0.9865
C,2025-04-01,38,19:00:00,732.0,14.0,0.0191,335.24,0.8454
C,2025-04-01,39,19:30:00,619.0,0.0,0.0,337.65,0.9661
C,2025-04-01,40,20:00:00,522.0,1.0,0.0019,351.62,0.9866
C,2025-04-01,41,20:30:00,438.0,1.0,0.0023,325.31,0.9954
C,2025-04-01,42,21:00:00,396.0,1.0,0.0025,313.25,1.0
C,2025-04-01,43,21:30:00,325.0,0.0,0.0,360.79,0.9969
C,2025-04-01,44,22:00:00,277.0,12.0,0.0433,333.05,0.7283
C,2025-04-01,45,22:30:00,212.0,2.0,0.0094,338.09,0.7619
C,2025-04-01,46,23:00:00,153.0,0.0,0.0,357.27,1.0
C,2025-04-01,47,23:30:00,109.0,0.0,0.0,314.5,1.0
C,2025-04-02,0,00:00:00,81.0,0.0,0.0,298.96,1.0
C,2025-04-02,1,00:30:00,67.0,0.0,0.0,291.91,1.0
C,2025-04-02,2,01:00:00,50.0,0.0,0.0,304.42,1.0
C,2025-04-02,3,01:30:00,31.0,0.0,0.0,398.48,1.0
C,2025-04-02,4,02:00:00,17.0,2.0,0.1176,269.07,0.8
C,2025-04-02,5,02:30:00,17.0,0.0,0.0,384.65,0.9412
C,2025-04-02,6,03:00:00,11.0,1.0,0.0909,158.4,1.0
C,2025-04-02,7,03:30:00,11.0,0.0,0.0,500.64,1.0
C,2025-04-02,8,04:00:00,14.0,0.0,0.0,338.5,1.0
C,2025-04-02,9,04:30:00,13.0,0.0,0.0,316.0,1.0
C,2025-04-02,10,05:00:00,13.0,0.0,0.0,291.38,1.0
C,2025-04-02,11,05:30:00,27.0,0.0,0.0,252.81,1.0
C,2025-04-02,12,06:00:00,24.0,0.0,0.0,337.29,1.0
C,2025-04-02,13,06:30:00,44.0,0.0,0.0,263.02,1.0
C,2025-04-02,14,07:00:00,64.0,0.0,0.0,292.98,1.0
C,2025-04-02,15,07:30:00,131.0,1.0,0.0076,265.77,0.8615
C,2025-04-02,16,08:00:00,226.0,0.0,0.0,288.84,0.9956
C,2025-04-02,17,08:30:00,367.0,2.0,0.0054,284.42,0.9753
C,2025-04-02,18,09:00:00,527.0,1.0,0.0019,327.67,0.9848
C,2025-04-02,19,09:30:00,622.0,3.0,0.0048,302.43,0.9273
C,2025-04-02,20,10:00:00,711.0,0.0,0.0,325.18,0.9902
C,2025-04-02,21,10:30:00,863.0,2.0,0.0023,334.19,0.899
C,2025-04-02,22,11:00:00,880.0,1.0,0.0011,314.32,0.9977
C,2025-04-02,23,11:30:00,931.0,0.0,0.0,341.7,0.9903
C,2025-04-02,24,12:00:00,1000.0,1.0,0.001,343.43,0.995
C,2025-04-02,25,12:30:00,1016.0,14.0,0.0138,347.97,0.8703
C,2025-04-02,26,13:00:00,1087.0,1.0,0.0009,340.35,0.9742
C,2025-04-02,27,13:30:00,1060.0,8.0,0.0075,339.39,0.9373
C,2025-04-02,28,14:00:00,1039.0,2.0,0.0019,340.94,0.9778
C,2025-04-02,29,14:30:00,998.0,1.0,0.001,340.29,0.999
C,2025-04-02,30,15:00:00,983.0,2.0,0.002,349.96,0.999
C,2025-04-02,31,15:30:00,938.0,2.0,0.0021,356.18,0.9968
C,2025-04-02,32,16:00:00,975.0,1.0,0.001,346.35,0.999
C,2025-04-02,33,16:30:00,940.0,0.0,0.0,346.13,0.9989
C,2025-04-02,34,17:00:00,897.0,3.0,0.0033,331.62,0.9989
C,2025-04-02,35,17:30:00,819.0,0.0,0.0,336.6,0.9963
C,2025-04-02,36,18:00:00,727.0,1.0,0.0014,359.08,0.989
C,2025-04-02,37,18:30:00,670.0,1.0,0.0015,365.72,0.9955
C,2025-04-02,38,19:00:00,614.0,0.0,0.0,346.79,0.9951
C,2025-04-02,39,19:30:00,510.0,0.0,0.0,344.07,0.9843
C,2025-04-02,40,20:00:00,425.0,1.0,0.0024,342.44,0.9929
C,2025-04-02,41,20:30:00,382.0,2.0,0.0052,345.96,0.9947
C,2025-04-02,42,21:00:00,343.0,0.0,0.0,346.53,0.9942
C,2025-04-02,43,21:30:00,298.0,0.0,0.0,332.28,0.9966
C,2025-04-02,44,22:00:00,204.0,3.0,0.0147,335.82,1.0
C,2025-04-02,45,22:30:00,172.0,4.0,0.0233,302.27,1.0
C,2025-04-02,46,23:00:00,124.0,4.0,0.0323,313.58,0.9917
C,2025-04-02,47,23:30:00,96.0,4.0,0.0417,302.68,1.0
C,2025-04-03,0,00:00:00,65.0,0.0,0.0,321.58,1.0
C,2025-04-03,1,00:30:00,56.0,1.0,0.0179,404.98,1.0
C,2025-04-03,2,01:00:00,54.0,0.0,0.0,294.35,1.0
C,2025-04-03,3,01:30:00,19.0,0.0,0.0,376.68,1.0
C,2025-04-03,4,02:00:00,21.0,0.0,0.0,205.9,1.0
C,2025-04-03,5,02:30:00,30.0,0.0,0.0,170.07,1.0
C,2025-04-03,6,03:00:00,10.0,0.0,0.0,258.9,1.0
C,2025-04-03,7,03:30:00,8.0,0.0,0.0,433.0,1.0
C,2025-04-03,8,04:00:00,17.0,0.0,0.0,237.24,0.9412
C,2025-04-03,9,04:30:00,10.0,0.0,0.0,268.5,1.0
C,2025-04-03,10,05:00:00,21.0,0.0,0.0,234.1,1.0
C,2025-04-03,11,05:30:00,21.0,1.0,0.0476,247.15,1.0
C,2025-04-03,12,06:00:00,36.0,0.0,0.0,263.19,1.0
C,2025-04-03,13,06:30:00,46.0,1.0,0.0217,299.82,0.9778
C,2025-04-03,14,07:00:00,81.0,0.0,0.0,239.98,0.9877
C,2025-04-03,15,07:30:00,146.0,1.0,0.0068,243.49,1.0
C,2025-04-03,16,08:00:00,261.0,0.0,0.0,256.9,0.9962
C,2025-04-03,17,08:30:00,380.0,0.0,0.0,293.29,0.9947
C,2025-04-03,18,09:00:00,539.0,1.0,0.0019,309.16,0.9963
C,2025-04-03,19,09:30:00,713.0,13.0,0.0182,312.02,0.8829
C,2025-04-03,20,10:00:00,834.0,1.0,0.0012,309.65,0.9256
C,2025-04-03,21,10:30:00,855.0,4.0,0.0047,337.67,0.9647
C,2025-04-03,22,11:00:00,992.0,2.0,0.002,313.13,0.9828
C,2025-04-03,23,11:30:00,1057.0,0.0,0.0,317.25,0.9858
C,2025-04-03,24,12:00:00,1004.0,2.0,0.002,338.41,0.999
C,2025-04-03,25,12:30:00,998.0,7.0,0.007,334.34,0.9758
C,2025-04-03,26,13:00:00,1015.0,2.0,0.002,352.28,0.9329
